part_id,stock_level,cost_price,entry_date
SP-443,209,36.31,"Nov 25, 2024"
SP-222,455,277,2025-04-15
SP-449,229,115.04,2025-01-30
SP-486,474,443,2024-08-18T00:00:00
SP-445,264,$312.82,2024-03-25
SP-459,112,$266.71,2024-03-19
SP-172,469,$377.60,"Jan 10, 2025"
SP-162,296,365.13,"Dec 08, 2024"
SP-379,140,96.16,2025-02-04
SP-343,low stock,$153.30,2024-01-11
SP-473,263,141.53,2025-02-09T00:00:00
SP-345,,372.4,"Jun 07, 2024"
SP-387,None,293.72,2024-07-20
SP-345,164,449.1,04/11/25
SP-158,Low Stock,56.31,11/16/24
SP-370,425,382.78,04/01/24
SP-398,384,158.67,2024-04-12T00:00:00
SP-467,,132.63,"Jan 07, 2024"
SP-108,UNAVAILABLE,106.19,2024-06-29
SP-386,93,,"Jan 15, 2025"
SP-340,343,214.96,2025-03-20
SP-102,86,228.43,"Jul 02, 2024"
SP-491,402,202.7,2024-06-29
SP-125,364,199.52,"Jan 12, 2025"
SP-175,371,$445.59,05/22/24
SP-258,low stock,218,08/03/24
SP-185,73,$294.14,03/26/24
SP-486,420,445.06,"Nov 30, 2024"
SP-405,288,420.59,08/28/24
SP-392,225,$282.25,2024-05-31
SP-473,Low Stock,103.97,"Jul 19, 2025"
SP-215,78,78.84,"Aug 01, 2024"
SP-454,203,$449.62,09/14/24
SP-316,72,57.2,2025-04-25
SP-361,,,2024-10-28
SP-432,low stock,$329.74,02/18/25
SP-314,Low Stock,$153.63,2024-11-24
SP-298,,257.27,"Nov 13, 2024"
SP-404,373,58,01/19/24
SP-401,241,296.35,01/20/25
SP-438,76,394.4,"Apr 19, 2025"
SP-477,UNAVAILABLE,227,"Jun 10, 2024"
SP-128,251,,2024-08-12
SP-434,,$389.03,2025-02-16
SP-229,32,$310.83,2024-03-11
SP-163,212,202.93,"May 02, 2024"
SP-228,146,112.49,"Jan 21, 2024"
SP-184,Out of Stock,$104.67,"Jan 10, 2025"
SP-139,,$88.10,2025-06-18T00:00:00
SP-436,None,356.85,2025-03-12
SP-228,,$299.31,05/11/25
SP-331,18,422,"Aug 10, 2024"
SP-333,47,15.1,2025-06-06
SP-415,449,$118.17,04/30/25
SP-274,335,315,2025-01-06T00:00:00
SP-479,267,238,07/14/24
SP-165,,209.31,2024-06-03
SP-397,477,207.32,2025-07-01
SP-329,55,$38.12,"Mar 14, 2025"
SP-186,None,350.43,"Sep 05, 2024"
SP-279,294,418.54,05/10/24
SP-407,88,96.24,"Apr 20, 2025"
SP-486,389,$316.20,2024-03-22
SP-256,382,$80.57,"May 12, 2025"
SP-115,386,$93.68,12/24/24
SP-378,19,279.43,06/10/25
SP-307,45,$54.76,"Jan 20, 2025"
SP-331,Out of Stock,$302.90,2025-04-15
SP-479,45,$247.69,2024-01-13
SP-232,171,58.27,09/23/24
SP-332,LOW,325.9,03/10/25
SP-214,26,182.85,"Aug 16, 2024"
SP-232,LOW,$133.75,"Mar 13, 2025"
SP-460,UNAVAILABLE,279,01/24/25
SP-203,376,$433.89,"Jul 28, 2025"
SP-282,399,$356.97,2024-10-03
SP-459,UNAVAILABLE,432.98,"May 24, 2025"
SP-347,426,68.42,2024-01-09T00:00:00
SP-198,100,354.45,2024-01-22
SP-197,216,48.44,2024-10-20T00:00:00
SP-189,96,285.24,2024-01-07
SP-227,Low Stock,287.82,2025-04-29
SP-238,326,272.02,02/01/24
SP-301,175,356.54,2025-02-10
SP-320,,402.42,2024-09-05
SP-213,,$392.85,2024-04-22
SP-372,108,$148.87,04/28/25
SP-442,373,$242.76,06/05/24
SP-127,51,99,2025-04-03
SP-200,453,331.96,2024-02-15
SP-212,UNAVAILABLE,178.3,"Apr 01, 2025"
SP-200,257,$315.88,2024-08-01
SP-198,153,120.47,2024-02-28T00:00:00
SP-130,92,301.4,2024-12-07
SP-451,,285,"Mar 13, 2025"
SP-262,66,161.01,"Apr 27, 2025"
SP-106,35,$262.42,"Jan 19, 2024"
SP-152,16,11.34,"Jul 09, 2025"
SP-481,None,,2025-07-18
SP-478,UNAVAILABLE,194,2024-02-11
SP-179,low stock,,03/15/25
SP-106,,$176.94,"Jan 31, 2025"
SP-229,Out of Stock,324,2025-03-26
SP-472,,264.3,2025-06-30
SP-164,172,210.04,2024-05-26
SP-384,71,353.88,02/10/25
SP-359,low stock,150,2024-01-30
SP-459,136,$357.78,2025-02-02
SP-340,249,136.94,"May 02, 2025"
SP-304,101,,2024-02-28
SP-318,None,218.19,2024-02-21
SP-347,Out of Stock,213.59,10/04/24
SP-204,308,295.09,"May 28, 2025"
SP-259,None,$103.68,2024-07-17
SP-101,448,327.23,2025-03-02
SP-228,174,$411.64,2024-12-08
SP-492,247,$30.71,2025-05-28
SP-386,227,295.26,"Mar 12, 2025"
SP-126,Low Stock,$393.88,"Jan 05, 2024"
SP-434,352,123.35,2024-02-04
SP-212,481,432.97,2024-07-11T00:00:00
SP-485,UNAVAILABLE,44,07/29/24
SP-258,54,307.23,2024-03-05
SP-334,223,$28.64,"Jun 23, 2024"
SP-397,,434,"Jun 10, 2025"
SP-166,314,383,2024-06-26
SP-461,,34.63,"Jul 15, 2025"
SP-169,Out of Stock,296.72,02/11/24
SP-178,27,80.21,2024-12-13
SP-358,403,247.51,"Feb 15, 2025"
SP-402,79,129.24,"Jun 27, 2025"
SP-121,UNAVAILABLE,208.53,"Jul 28, 2024"
SP-231,428,$158.45,2024-01-28
SP-325,455,201.99,"Jan 07, 2025"
SP-122,130,363.0,"Feb 27, 2025"
SP-167,324,61.83,"Jun 18, 2025"
SP-415,261,380.47,2024-10-20
SP-346,Out of Stock,28,2025-06-08
SP-331,135,347.13,2024-04-14
SP-194,395,31.15,"Dec 30, 2024"
SP-104,,,2025-05-27
SP-362,417,$32.59,2024-02-12
SP-290,361,377,"Mar 11, 2024"
SP-242,,$42.47,2024-11-16T00:00:00
SP-275,229,186.3,2025-05-23
SP-256,313,46.23,2024-04-12
SP-186,263,401.31,"Jul 08, 2025"
SP-395,,148.83,10/10/24
SP-299,311,376.21,01/05/25
SP-321,Low Stock,419.21,2024-09-20
SP-454,69,$306.16,02/07/24
SP-133,470,$51.62,2025-07-11
SP-472,287,$146.10,2025-01-01T00:00:00
SP-319,367,$102.50,"Aug 17, 2024"
SP-317,216,95.63,2024-10-30
SP-104,low stock,286.54,2024-07-06
SP-379,18,,2024-10-05
SP-253,234,$137.06,2024-12-15
SP-113,92,138.89,2025-06-11T00:00:00
SP-209,LOW,292.87,"Apr 04, 2024"
SP-365,218,$297.40,2024-11-02
SP-102,302,$341.41,04/26/25
SP-234,167,95.01,2025-01-19
SP-495,266,,2024-12-20
SP-357,LOW,$259.39,"Nov 28, 2024"
SP-311,277,95.12,05/27/24
SP-250,263,258.07,06/29/25
SP-427,234,85.7,2025-03-05
SP-245,None,,"Feb 24, 2025"
SP-159,,224.93,2024-04-25T00:00:00
SP-209,13,158.18,2024-07-27
SP-358,394,396.14,"Mar 16, 2024"
SP-204,93,244.92,"Dec 08, 2024"
SP-385,66,$185.43,2024-05-30
SP-306,457,140.67,2025-07-06
SP-166,308,207.46,"Apr 28, 2024"
SP-213,438,332.65,"Jun 07, 2025"
SP-365,UNAVAILABLE,105.78,2024-05-10
SP-415,335,$300.94,"Sep 18, 2024"
SP-309,46,$332.67,2024-01-12
SP-318,304,,"Feb 04, 2024"
SP-192,166,294,"Aug 02, 2024"
SP-195,463,$105.59,2024-04-07
SP-427,458,$414.01,"Apr 25, 2024"
SP-475,,351.25,"Dec 15, 2024"
SP-273,41,313.1,2025-07-17T00:00:00
SP-486,,45,2025-05-08
SP-282,8,$294.97,04/04/25
SP-220,21,$156.75,2025-01-16
SP-339,216,281.1,01/18/25
SP-211,58,$104.54,06/09/24
SP-461,Low Stock,440.02,08/22/24
SP-197,179,167.63,06/25/24
SP-351,Out of Stock,251.02,2024-11-17T00:00:00
SP-102,LOW,50,04/10/25
SP-397,104,$310.56,"Nov 20, 2024"
SP-435,95,$235.04,05/19/24
SP-157,171,$396.60,08/08/24
SP-305,83,124.92,2024-09-08
SP-411,445,366.33,2024-03-31
SP-225,244,79.02,2025-04-23
SP-318,448,$378.90,2024-07-25
SP-473,145,332.98,"Feb 11, 2024"
SP-150,491,147,"May 23, 2025"
SP-264,,241.71,"Jun 23, 2025"
SP-492,Low Stock,$212.41,"Jul 04, 2025"
SP-263,141,285.43,"Apr 09, 2024"
SP-277,361,$353.37,"Jun 01, 2025"
SP-466,159,268.32,2024-02-07
SP-185,109,$218.40,04/22/24
SP-159,354,$64.93,2025-03-20
SP-378,LOW,304.34,"Oct 28, 2024"
SP-432,206,11.97,"Mar 31, 2025"
SP-190,,$441.90,2024-05-18T00:00:00
SP-498,150,$157.47,2024-07-30
SP-485,99,365.91,2025-05-20
SP-138,,135,2025-02-14
SP-222,57,212.35,"Jan 27, 2024"
SP-444,,$259.31,11/10/24
SP-292,376,126.07,2024-09-03
SP-231,31,$231.70,2025-02-08
SP-193,300,421.16,2024-11-06
SP-191,55,68,"May 18, 2024"
SP-471,,365.69,08/14/24
SP-325,110,172,"Jul 08, 2025"
SP-287,276,372.48,"Jan 25, 2024"
SP-310,291,$223.07,2025-02-19
SP-307,UNAVAILABLE,$441.02,"May 26, 2025"
SP-122,95,63,2025-02-03
SP-192,114,370.23,"Nov 15, 2024"
SP-383,280,$77.15,2024-11-03
SP-200,68,$163.73,2024-12-04
SP-406,492,$86.80,"Aug 26, 2024"
SP-440,,225,"Oct 24, 2024"
SP-362,None,$381.48,01/13/25
SP-150,181,70.95,06/06/25
SP-311,432,$339.10,2024-10-22
SP-414,431,5.49,2025-07-05T00:00:00
SP-265,26,278,2025-04-11
SP-328,Low Stock,$112.86,2024-08-15
SP-413,309,385.74,2024-01-03
SP-164,381,$66.80,2025-03-29
SP-449,146,$390.95,2025-04-08
SP-391,LOW,,2024-03-05T00:00:00
SP-165,286,213.43,2024-12-28
SP-302,253,230.85,10/01/24
SP-317,291,38.27,02/15/25
SP-232,412,341.35,2024-11-22
SP-284,UNAVAILABLE,335.09,2024-10-07
SP-161,496,67.58,2024-03-25
SP-158,LOW,$152.91,2024-11-20
SP-349,479,107.81,2025-02-11
SP-430,None,338.22,"Oct 14, 2024"
SP-365,281,$83.77,"Nov 12, 2024"
SP-470,293,154.97,"Mar 09, 2025"
SP-273,LOW,122.79,2024-03-19
SP-423,237,401.94,"Apr 15, 2024"
SP-196,412,321.74,"Jun 19, 2025"
SP-287,LOW,$89.79,2025-03-13T00:00:00
SP-391,375,$192.76,2024-10-06T00:00:00
SP-389,7,$70.83,2025-01-31
SP-110,486,$22.30,2025-06-14T00:00:00
SP-440,157,46,10/30/24
SP-401,192,423.37,"Apr 13, 2024"
SP-460,210,425.94,"Jun 28, 2025"
SP-103,102,$144.08,"Mar 16, 2025"
SP-375,469,294.64,"Apr 12, 2024"
SP-483,106,$312.61,05/02/25
SP-250,477,403.56,2025-07-08
SP-167,332,214.29,2025-04-16
SP-387,132,117.3,"Jun 01, 2024"
SP-363,316,318.05,2024-08-20
SP-424,285,$229.77,2024-04-29
SP-157,175,117.65,2025-03-11
SP-355,Out of Stock,304.15,"Nov 04, 2024"
SP-160,None,53.13,2025-07-16
SP-420,452,443.33,2024-03-27
SP-196,440,163.55,03/20/24
SP-274,292,253.34,2025-01-15
SP-428,400,146.85,2025-06-28
SP-437,465,$6.13,2024-07-06T00:00:00
SP-232,343,$340.95,01/24/24
SP-430,125,349.34,"Dec 30, 2024"
SP-227,428,143.47,2025-03-19
SP-426,14,37.89,2024-10-16
SP-389,450,$52.82,03/29/25
SP-358,None,$416.81,"Feb 06, 2024"
SP-235,274,433.89,03/31/24
SP-388,low stock,300.84,2025-03-12T00:00:00
SP-366,295,,2025-02-04
SP-331,202,$20.76,2024-06-17
SP-378,262,43.33,07/04/24
SP-415,,102.37,2025-04-18
SP-133,,$65.04,2024-12-31
SP-249,161,$446.67,"Jun 18, 2025"
SP-179,,189.78,"Feb 19, 2024"
SP-348,178,$184.03,"May 22, 2025"
SP-266,377,$37.52,02/05/25
SP-120,low stock,285,2024-11-20T00:00:00
SP-496,478,$269.28,2024-10-24
SP-131,236,$365.46,01/13/24
SP-154,None,360.3,2024-05-10T00:00:00
SP-463,98,14.72,2024-02-27T00:00:00
SP-217,Low Stock,$158.09,2024-12-22
SP-105,254,43.03,2024-12-06
SP-392,,140.25,2024-12-16
SP-296,180,358.71,2024-09-18
SP-381,444,$298.58,"Sep 12, 2024"
SP-287,,347,"Apr 02, 2025"
SP-361,51,228.69,2024-09-08
SP-364,491,195,12/22/24
SP-117,259,244.21,2024-03-16
SP-371,,$357.34,"Feb 10, 2025"
SP-213,None,$81.40,2025-01-18
SP-277,LOW,$402.60,04/24/24
SP-254,Out of Stock,13.56,2024-06-22T00:00:00
SP-153,151,361.71,"May 31, 2024"
SP-342,None,224.2,"Nov 25, 2024"
SP-319,462,413.3,2024-07-18T00:00:00
SP-187,293,$389.32,"May 23, 2025"
SP-286,305,408.56,2024-07-10T00:00:00
SP-491,207,345.94,"Jul 05, 2025"
SP-456,89,285,"Apr 06, 2025"
SP-101,,414.62,2024-12-03
SP-143,156,331,05/15/24
SP-404,low stock,$141.77,2024-03-07
SP-360,493,48.11,06/15/24
SP-307,490,192.38,"Dec 22, 2024"
SP-147,107,$436.95,07/18/25
SP-302,251,$222.41,08/01/24
SP-489,346,441.04,2024-11-03
SP-429,Low Stock,$233.14,"Feb 20, 2025"
SP-395,476,290.08,08/13/24
SP-151,Out of Stock,66.08,"Apr 01, 2025"
SP-204,496,389.03,"Mar 02, 2024"
SP-422,239,$44.57,"May 06, 2024"
SP-293,347,347.63,"Jun 28, 2025"
SP-261,450,47.7,06/21/24
SP-427,224,209.89,06/29/24
SP-357,334,$153.32,2025-02-12
SP-396,50,171.56,07/03/25
SP-465,425,11,"Mar 13, 2025"
SP-387,352,179.25,"Aug 02, 2024"
SP-361,,$17.37,03/18/24
SP-468,242,315.48,"Sep 13, 2024"
SP-396,108,134.4,2024-09-29
SP-170,,326.97,"Jan 29, 2025"
SP-368,454,,2024-10-06T00:00:00
SP-463,499,66.83,"Sep 28, 2024"
SP-398,167,,"Sep 04, 2024"
SP-283,398,$28.89,2024-07-25
SP-457,301,174,2025-07-19
SP-329,332,$235.26,04/06/24
SP-400,498,322,2024-03-04
SP-402,67,$43.21,01/16/25
SP-492,111,$99.63,"Jan 01, 2024"
SP-245,364,$390.71,"May 04, 2025"
SP-143,20,$296.80,2024-06-28
SP-282,227,232.08,2024-07-19
SP-470,428,10.52,2024-08-07
SP-498,424,439.8,2025-01-17
SP-298,,259.79,2024-04-12
SP-474,45,$131.13,"Dec 28, 2024"
SP-408,,212.38,"Jun 27, 2025"
SP-304,321,260.76,2024-10-22
SP-424,299,49.54,"Jul 18, 2024"
SP-119,148,282.01,2024-11-17
SP-394,None,260,2025-04-27
SP-293,76,422.28,2024-12-25
SP-412,27,$285.05,2024-09-03
SP-204,47,106.52,"Mar 29, 2025"
SP-161,30,19.46,2024-05-22
SP-236,88,50,2024-11-08
SP-120,51,418.32,"Jun 13, 2025"
SP-456,,288.51,11/14/24
SP-441,239,339,"Mar 09, 2024"
SP-394,492,151.79,01/03/24
SP-252,447,$396.61,2024-03-13
SP-336,72,318.09,"Jul 01, 2024"
SP-285,166,$277.18,2024-10-28
SP-377,None,$326.17,"May 06, 2025"
SP-441,489,$362.98,2025-02-10
SP-428,81,121.35,07/27/24
SP-361,Low Stock,$20.22,2024-12-17
SP-379,335,13.08,11/02/24
SP-132,109,$445.40,"Mar 26, 2025"
SP-414,387,254.09,2024-06-14
SP-427,low stock,396,2024-03-20
SP-470,,437.14,"Mar 11, 2025"
SP-240,365,$248.77,2024-06-01
SP-275,462,356,2024-12-22
SP-187,268,,"Dec 15, 2024"
SP-420,473,,03/21/24
SP-207,462,$123.77,2024-08-01T00:00:00
SP-238,118,129,2025-01-13
SP-498,130,,05/05/25
SP-273,low stock,$148.25,02/06/25
SP-376,313,98.68,"Apr 02, 2025"
SP-389,UNAVAILABLE,323,"Sep 29, 2024"
SP-108,49,326.07,2025-05-09
SP-232,LOW,9.74,2025-03-28
SP-117,423,$348.29,"Oct 19, 2024"
SP-239,330,197.4,2024-10-19T00:00:00
SP-441,235,262,"Mar 01, 2025"
SP-296,,36.62,"Jan 26, 2024"
SP-291,LOW,$83.97,"Jun 18, 2024"
SP-242,,399.78,2025-04-11
SP-338,215,132.28,2024-08-04
SP-400,Out of Stock,100.02,2025-02-22
SP-450,236,$175.96,2025-07-13
SP-228,394,55,2024-10-18T00:00:00
SP-135,Out of Stock,$187.06,2025-06-07T00:00:00
SP-257,UNAVAILABLE,278.01,"Dec 12, 2024"
SP-107,105,242.69,"Mar 07, 2025"
SP-293,UNAVAILABLE,261.74,"Jul 06, 2024"
SP-239,249,280.95,06/10/25
SP-269,264,$153.40,2024-03-03
SP-273,Low Stock,$266.17,"Apr 09, 2025"
SP-366,None,181,"May 06, 2024"
SP-268,66,$202.85,2024-01-18
SP-387,327,16,01/21/25
SP-338,low stock,$417.86,2024-10-15T00:00:00
SP-331,44,425.18,2025-06-13T00:00:00
SP-337,LOW,128,2024-04-04
SP-353,269,$430.89,2024-09-21
SP-477,low stock,297.76,"Mar 18, 2024"
SP-346,331,$35.77,2025-06-26
SP-181,69,$51.29,"May 04, 2025"
SP-490,338,206.61,2024-07-04
SP-111,Low Stock,386.54,2024-09-13T00:00:00
SP-371,UNAVAILABLE,$189.30,01/23/25
SP-241,356,119.99,2024-03-16
SP-433,,$142.44,2025-03-11
SP-142,339,169.93,"Feb 06, 2024"
SP-194,482,365.63,2024-05-09
SP-467,174,379.42,2025-07-24
SP-148,250,103.76,"Feb 15, 2025"
SP-407,low stock,$111.38,2024-12-28
SP-295,316,$305.62,01/11/24
SP-192,81,$331.90,11/19/24
SP-131,396,$118.99,2025-03-28
SP-380,114,341.5,2024-05-25
SP-168,479,213.01,10/11/24
SP-335,Out of Stock,396,2025-04-15T00:00:00
SP-462,444,53.85,2025-01-05
SP-329,395,57.11,2024-12-18
SP-236,None,388.1,2024-02-15T00:00:00
SP-110,235,$373.80,"Mar 15, 2025"
SP-339,91,$189.95,2025-02-26
SP-477,306,$260.49,2025-06-06
SP-103,,$27.38,2024-11-12
SP-140,109,$148.38,11/24/24
SP-380,406,128.6,03/26/24
SP-326,279,$404.12,"Nov 02, 2024"
SP-428,110,220,01/15/25
SP-154,63,317.72,2025-07-03T00:00:00
SP-277,499,$168.53,2024-10-25
SP-487,LOW,245.99,2024-12-29
SP-420,121,65.62,07/12/24
SP-478,496,380.88,2025-04-28
SP-271,32,370.99,2024-05-02
SP-327,31,386.22,2024-10-05
SP-155,223,432.87,2025-04-16
SP-282,55,$361.24,"Jun 06, 2024"
SP-441,LOW,91.22,2024-03-22
SP-179,None,206.41,2024-12-27T00:00:00
SP-367,188,$358.41,01/21/24
SP-497,low stock,$366.58,07/25/24
SP-314,358,330.34,2024-09-04T00:00:00
SP-492,low stock,$130.04,05/10/25
SP-492,100,$323.31,2024-04-09
SP-311,,269.39,05/14/25
SP-354,93,42.68,2024-12-03
SP-475,49,419.78,2024-06-04T00:00:00
SP-309,264,339,2024-05-12
SP-187,408,140.26,2024-04-13
SP-207,25,126.91,01/21/25
SP-460,474,219.87,"Feb 04, 2024"
SP-198,UNAVAILABLE,111.79,"May 31, 2024"
SP-419,346,$136.20,2025-02-02
SP-495,60,$10.00,"Sep 30, 2024"
SP-233,330,$248.65,02/16/25
SP-268,UNAVAILABLE,$360.74,2024-10-27
SP-156,UNAVAILABLE,35.22,02/20/25
SP-415,429,,"Jan 03, 2025"
SP-310,359,284.35,"May 06, 2024"
SP-328,388,447.61,11/27/24
SP-116,489,325.79,2024-11-20
SP-286,491,24.52,2024-04-30
SP-169,394,$311.28,"Nov 05, 2024"
SP-465,325,$51.35,"Jun 24, 2025"
SP-277,Low Stock,286.0,11/22/24
SP-369,LOW,444.39,"Dec 18, 2024"
SP-382,Out of Stock,,"Jan 24, 2025"
SP-383,387,$92.50,"Jul 23, 2024"
SP-444,Out of Stock,321.19,2024-10-22
SP-168,116,$311.34,2025-03-17T00:00:00
SP-168,306,191.99,2024-11-08T00:00:00
SP-482,312,$218.88,2024-04-24
SP-395,341,382.98,01/03/24
SP-410,303,331.74,2025-07-18
SP-446,132,$359.08,2024-02-03
SP-191,231,312.15,2025-07-01
SP-476,262,$157.99,"May 12, 2025"
SP-463,227,$167.87,2025-04-30
SP-254,76,$435.18,2024-07-10T00:00:00
SP-104,49,123.48,2024-01-25
SP-214,215,$446.92,2025-01-18T00:00:00
SP-368,LOW,430.73,"Apr 01, 2024"
SP-310,,340.14,2024-09-27T00:00:00
SP-481,63,$80.32,2025-03-04
SP-357,482,$372.86,"Feb 09, 2025"
SP-401,197,7.7,2025-02-08T00:00:00
SP-258,432,219.65,2025-04-25
SP-265,336,$10.15,04/21/25
SP-367,UNAVAILABLE,113.35,"Feb 11, 2024"
SP-215,257,$63.22,04/10/25
SP-160,LOW,424,2024-09-27T00:00:00
SP-471,25,$395.03,2025-04-20
SP-263,,249.88,2024-04-16
SP-381,UNAVAILABLE,151.17,2025-03-29
SP-414,UNAVAILABLE,378,"Jan 06, 2025"
SP-200,231,198,2024-02-04
SP-144,484,20.17,10/17/24
SP-328,376,282,12/02/24
SP-246,407,279.12,2024-01-12
SP-149,,425.72,"Jun 24, 2025"
SP-487,379,449.31,2024-08-18
SP-131,422,,2024-07-13
SP-333,131,136.16,"Aug 06, 2024"
SP-209,267,293.05,2024-09-21
SP-420,59,,"Jul 11, 2024"
SP-490,LOW,250.59,2025-05-31
SP-477,318,387,2025-01-15
SP-318,262,240.88,2024-03-04
SP-405,low stock,325.81,2024-09-05
SP-279,,401.91,"Jun 18, 2024"
SP-408,166,313.88,2024-03-14
SP-159,193,67.8,"Jul 01, 2024"
SP-488,409,263.22,2024-03-14
SP-242,15,168.83,05/25/25
SP-384,,226.34,02/10/25
SP-431,424,145.72,2024-01-10
SP-279,291,47,2024-10-01
SP-147,314,$334.55,01/22/25
SP-461,,375.71,"Apr 02, 2025"
SP-188,144,238,2024-09-01
SP-102,118,$218.69,"Nov 06, 2024"
SP-457,423,89.69,2025-05-31
SP-106,352,$381.07,"Jan 03, 2024"
SP-136,137,$406.83,2024-01-16
SP-388,49,$201.17,"May 04, 2025"
SP-452,115,183.79,2024-05-25
SP-229,low stock,58,"Feb 21, 2025"
SP-382,UNAVAILABLE,15.63,2025-03-23
SP-280,122,330.97,03/12/25
SP-155,low stock,193.19,"Jan 05, 2024"
SP-153,118,$304.20,2025-05-30
SP-278,LOW,201.52,2025-01-26
SP-158,489,$10.63,04/17/25
SP-234,LOW,405.92,2024-04-06T00:00:00
SP-139,105,,2024-04-20
SP-181,114,357.97,"May 13, 2024"
SP-218,,255.22,2024-11-28T00:00:00
SP-213,328,141.85,2025-05-09
SP-441,235,$86.50,2025-04-11T00:00:00
SP-243,38,380,2024-02-12
SP-446,262,$5.19,2024-02-19
SP-294,156,308.01,2024-11-19
SP-124,166,207.62,2025-03-03
SP-166,32,296.87,2024-04-21T00:00:00
SP-446,203,309.79,"Mar 30, 2024"
SP-431,None,403.54,"Dec 25, 2024"
SP-299,Out of Stock,212,2024-05-15
SP-447,215,,2024-11-09T00:00:00
SP-336,177,$123.61,2025-07-06T00:00:00
SP-425,393,$407.49,"May 18, 2024"
SP-344,77,152.09,2024-12-06
SP-144,53,$95.10,2024-10-01
SP-356,52,448,"Sep 02, 2024"
SP-345,LOW,187.82,2024-05-07
SP-468,159,76.65,"Apr 12, 2024"
SP-348,422,24.98,2024-05-27
SP-203,LOW,221.46,2024-08-28
SP-235,83,290,07/02/25
SP-184,330,$445.86,"Jul 29, 2025"
SP-212,394,$226.56,"Jan 05, 2025"
SP-325,330,132.22,2024-03-12T00:00:00
SP-373,low stock,252.28,"Jan 07, 2024"
SP-473,,222.49,"Apr 26, 2024"
SP-372,430,$277.77,2025-04-19
SP-466,Low Stock,$224.56,2024-05-23
SP-169,53,389,2024-03-06T00:00:00
SP-450,UNAVAILABLE,$125.97,2024-12-21
SP-116,Out of Stock,45.17,2024-09-25T00:00:00
SP-321,42,250.85,2025-06-30
SP-227,Out of Stock,86.01,2025-06-17T00:00:00
SP-476,45,$131.32,01/31/25
SP-146,258,$274.05,2024-03-13T00:00:00
SP-402,319,225,"Mar 22, 2025"
SP-203,None,$149.74,2024-07-16
SP-368,165,207,05/24/24
SP-331,498,110.65,2024-03-19
SP-399,None,$7.46,07/27/24
SP-161,Out of Stock,278.99,10/11/24
SP-289,345,258.85,"Jan 15, 2025"
SP-158,358,,2024-05-03T00:00:00
SP-408,184,49.94,"Feb 19, 2025"
SP-468,52,242.12,05/25/24
SP-233,118,$288.57,"Sep 22, 2024"
SP-461,70,90.62,"Feb 21, 2025"
SP-258,214,227.03,04/19/24
SP-378,500,$281.44,06/27/24
SP-305,,254.65,2024-10-03
SP-350,374,122,2024-10-03
SP-148,171,$21.71,2025-06-06
SP-109,107,$354.10,2024-05-07
SP-226,,100.61,2024-03-15
SP-113,148,426,"Sep 28, 2024"
SP-278,233,81.18,2024-09-01
SP-216,low stock,$67.80,"Apr 29, 2025"
SP-375,461,$396.61,"Oct 29, 2024"
SP-433,268,$60.93,"Jun 09, 2024"
SP-275,327,63.32,2024-02-17
SP-474,302,$224.92,2024-02-25
SP-368,312,447.57,"Dec 26, 2024"
SP-251,311,12,2025-04-05
SP-203,LOW,434.01,2024-03-28
SP-146,430,$339.53,2025-06-22
SP-318,Low Stock,$362.64,2024-05-16T00:00:00
SP-274,LOW,99.41,"Jun 20, 2024"
SP-160,396,378,"Mar 20, 2025"
SP-421,470,$390.37,"Jul 04, 2024"
SP-233,400,$410.48,"Mar 18, 2025"
SP-381,90,57.19,11/04/24
SP-205,316,12.73,2024-10-17
SP-434,Low Stock,$247.35,"Jan 29, 2024"
SP-342,333,$117.77,2025-06-09
SP-449,345,368.21,2024-12-03
SP-440,411,12.16,"Apr 17, 2024"
SP-479,171,269,07/02/25
SP-207,187,198,2025-04-17
SP-156,,$179.92,2024-08-15
SP-123,82,118.73,"Mar 26, 2024"
SP-115,low stock,$207.60,06/20/24
SP-391,LOW,96.65,2025-05-12
SP-248,241,$178.90,05/31/24
SP-152,286,,"Apr 01, 2024"
SP-482,139,249.73,02/28/25
SP-265,86,222.55,01/01/25
SP-435,190,310.3,2024-04-12
SP-318,484,60,"Apr 26, 2025"
SP-320,312,$73.88,"Jan 31, 2024"
SP-424,79,372.56,12/17/24
SP-103,None,$297.91,"Jan 24, 2024"
SP-373,,250.27,2024-12-18
SP-475,61,,2024-10-24
SP-447,41,285.82,"Dec 15, 2024"
SP-402,481,393.59,2024-12-16
SP-330,402,,11/06/24
SP-210,290,19.95,"Mar 29, 2025"
SP-294,UNAVAILABLE,408,2024-04-30
SP-347,None,77.9,"May 21, 2025"
SP-221,309,$402.48,09/28/24
SP-215,Out of Stock,216.87,2024-01-09
SP-262,LOW,262.04,01/16/25
SP-326,23,419.77,"Apr 19, 2024"
SP-393,477,429.16,2025-05-29
SP-137,442,$396.02,01/25/25
SP-223,UNAVAILABLE,$263.36,2024-09-21
SP-314,357,166,03/24/24
SP-201,51,,2024-12-22T00:00:00
SP-103,291,397.37,2025-05-04
SP-278,160,$72.55,2024-07-18
SP-352,50,$76.07,"Feb 07, 2024"
SP-190,376,$265.09,2025-05-16T00:00:00
SP-135,None,63,2024-11-09
SP-168,359,183.31,2024-01-21
SP-262,53,53.87,"Feb 13, 2024"
SP-111,32,387.04,2025-07-19
SP-349,121,182.55,"Jul 20, 2024"
SP-236,96,234.44,2025-05-09
SP-263,low stock,413.68,2024-05-20
SP-281,34,304.43,"Apr 27, 2024"
